Symbol,Name,DowComposite,Nasdaq100,Russell1000,Russell2000,S&P100,S&P500,S&P400,S&P600,WatchList,Sector,Full_Time_Employees,Industry,Previous_Close,Days_Range,Market_Cap,Earnings_Date,_52_Week_Range,Volume,PE_Ratio_TTM,Beta,_1y_Target_Est,EPS_TTM,Forward_Dividend_and_Yield,Ex_Dividend_Date,Open,Avg_Volume
DE,Deere & Company,0,0,1,0,0,1,0,0,0,,,,167.46,167.96 - 170.73,54.396B,"Feb 15, 2018",104.10 - 170.73,"2,317,251",25.34,0.87,163.14,6.68,2.40 (1.46%),2017-12-28,168.45,"2,196,195"
DEA,Easterly Government Properties,0,0,0,1,0,0,0,0,0,,,,20.63,20.50 - 20.66,1.059B,"Aug 7, 2017",19.08 - 22.32,"372,122",207.27,,22.50,0.1,1.04 (5.04%),2017-12-05,20.58,"587,949"
DECK,Deckers Outdoor Corp,0,0,0,1,0,0,1,0,0,Consumer Goods,"3,300",Textile - Apparel Footwear & Accessories,81.70,81.43 - 83.10,2.651B,"Jan 31, 2018",44.00 - 83.10,"283,787",82.13,1.18,75.54,1.01,N/A (N/A),,81.88,"638,741"
DEI,Douglas Emmett,0,0,1,0,0,0,1,0,0,Financial,600,REIT - Diversified,38.57,38.18 - 38.64,7.45B,"Feb 5, 2018",36.60 - 41.59,"899,000",71.84,0.9,41.40,0.53,1.00 (2.57%),2017-12-28,38.55,"735,095"
DEL,Deltic Timber Corp,0,0,0,1,0,0,0,1,0,,,,92.59,92.24 - 93.58,1.125B,"Apr 24, 2017",65.65 - 96.65,"53,080",119.14,1.11,68.00,0.77,0.40 (0.44%),2017-12-01,92.85,"223,207"
DENN,Dennys Corp,0,0,0,1,0,0,0,0,0,Services,"8,700",Restaurants,14.44,14.49 - 15.10,972.714M,"Feb 13, 2018",10.87 - 15.10,"944,636",28.38,0.43,14.25,0.52,N/A (N/A),,14.51,"273,639"
DEPO,Depomed Inc,0,0,0,1,0,0,0,1,0,Healthcare,490,Drug Manufacturers - Other,8.47,8.27 - 8.53,524.902M,"Feb 19, 2018",4.31 - 19.07,"488,076",,1.03,10.38,-1.83,N/A (N/A),,8.42,"1,551,163"
DERM,Dermira Inc Cm ST,0,0,0,1,0,0,0,0,0,Healthcare,95,Biotechnology,26.70,26.95 - 29.50,1.144B,"Aug 7, 2017",21.35 - 38.75,"1,063,959",,0.78,42.63,-6.53,N/A (N/A),,26.95,"525,984"
DF,Dean Foods Company,0,0,0,1,0,0,1,0,0,Consumer Goods,"17,000",Dairy Products,11.69,11.21 - 11.71,1.026B,"Feb 14, 2018",9.01 - 21.34,"1,369,284",24.61,0.05,11.67,0.46,0.36 (3.08%),2017-11-17,11.68,"1,808,261"
DFIN,Donnelly Financial Solutions Inc,0,0,0,1,0,0,0,1,0,,,,20.50,20.21 - 20.82,695.568M,,18.06 - 27.08,"171,903",21.13,,23.40,0.98,N/A (N/A),,20.53,"246,517"
DFRG,Del Frisco's Restrnt,0,0,0,1,0,0,0,0,0,Services,"4,809",Restaurants,15.95,14.90 - 17.05,360.726M,"Feb 22, 2018",11.70 - 18.80,"481,088",35.34,0.5,16.14,0.48,N/A (N/A),,15.65,"266,433"
DFS,Discover Financial Services,0,0,1,0,0,1,0,0,0,Financial,"15,549",Credit Services,80.36,80.22 - 81.00,29.256B,"Jan 24, 2018",57.50 - 81.00,"2,078,412",13.84,1.72,86.43,5.82,1.40 (1.76%),2017-11-21,80.86,"2,283,380"
DG,Dollar General Corp,0,0,1,0,0,1,0,0,0,Services,"121,000","Discount, Variety Stores",98.19,98.20 - 99.69,26.912B,"Mar 14, 2018",65.97 - 99.69,"2,332,153",21.96,0.66,99.16,4.51,1.04 (1.10%),2018-01-08,98.39,"2,459,623"
DGICA,Donegal Group Cl A,0,0,0,1,0,0,0,0,0,,,,17.88,17.50 - 17.83,474.793M,"Feb 15, 2018",14.51 - 18.25,"47,330",31.99,0.09,19.50,0.55,0.56 (3.24%),2018-01-31,17.83,"44,733"
DGII,Digi Intl Inc,0,0,0,1,0,0,0,1,0,Technology,514,Networking & Communication Devices,9.95,9.90 - 10.30,274.661M,"Jan 24, 2018",8.50 - 14.00,"60,006",29.29,1.62,14.00,0.35,N/A (N/A),,10.05,"87,073"
DGX,Quest Diagnostics Inc,0,0,1,0,0,1,0,0,0,Healthcare,"43,000",Medical Laboratories & Research,101.02,100.70 - 101.66,13.852B,"Feb 1, 2018",90.10 - 112.97,"588,136",21.31,0.91,100.47,4.77,1.80 (1.79%),2018-01-08,101.40,"1,240,746"
DHI,D.R. Horton,0,0,1,0,0,1,0,0,0,Industrial Goods,"7,735",Residential Construction,52.04,51.71 - 52.37,19.518B,"Jan 31, 2018",27.97 - 53.32,"1,781,051",18.95,1.07,53.10,2.74,0.50 (0.98%),2017-11-30,52.24,"3,821,190"
DHIL,Diamond Hill Inv,0,0,0,1,0,0,0,0,0,Financial,112,Asset Management,212.63,211.55 - 213.48,696.93M,"Feb 21, 2018",182.50 - 219.90,"7,403",14.20,0.88,,15.04,0.00 (0.00%),2017-11-30,211.55,"10,769"
DHR,Danaher Corp,0,0,1,0,1,1,0,0,0,Industrial Goods,"62,000",Diversified Machinery,98.59,98.63 - 99.66,69.136B,"Jan 30, 2018",78.97 - 99.66,"1,894,508",29.37,0.98,100.56,3.38,0.56 (0.57%),2017-12-28,98.64,"2,412,039"
DHT,Dht Holdings,0,0,0,1,0,0,0,0,0,Services,15,Shipping,3.82,3.77 - 3.85,539.495M,"Jan 29, 2018",3.52 - 5.20,"839,631",13.30,0.71,5.45,0.28,0.08 (2.09%),2017-11-27,3.84,"574,806"
DHX,Dice Holdings,0,0,0,1,0,0,0,1,0,Services,783,Staffing & Outsourcing Services,1.75,1.70 - 1.85,92.951M,"Feb 5, 2018",1.60 - 6.30,"335,477",9.16,1.33,2.75,0.2,N/A (N/A),,1.75,"299,487"
DIN,Dineequity Inc,0,0,0,1,0,0,0,1,0,Services,500,Restaurants,52.60,52.63 - 54.06,960.93M,"Feb 27, 2018",36.71 - 77.09,"275,638",,-0.1,54.67,-21.87,3.88 (7.73%),2017-12-15,52.89,"293,290"
DIOD,Diodes Inc,0,0,0,1,0,0,0,1,0,Technology,"6,568",Semiconductor - Integrated Circuits,29.60,29.49 - 30.11,1.478B,"Feb 12, 2018",22.06 - 35.36,"201,716",49.87,1.18,34.67,0.6,N/A (N/A),,29.75,"354,041"
DIS,Walt Disney Company,1,0,1,0,1,1,0,0,0,Services,"199,000",Entertainment - Diversified,110.99,111.02 - 112.72,169.524B,"Feb 6, 2018",96.20 - 116.10,"5,899,861",19.77,1.37,114.59,5.69,1.68 (1.53%),2017-12-08,111.32,"8,334,514"
DISCA,Discovery Comm A,0,1,1,0,0,1,0,0,0,Services,"7,000",CATV Systems,24.01,23.73 - 24.37,13.642B,"Feb 12, 2018",15.99 - 30.25,"4,081,954",12.80,1.69,23.18,1.9,N/A (N/A),,24.07,"6,505,190"
DISCK,Discovery Comm Inc,0,1,1,0,0,1,0,0,0,,,,22.71,22.48 - 23.03,13.662B,,14.99 - 29.18,"2,806,910",12.10,1.46,20.50,1.9,N/A (N/A),,22.81,"4,377,144"
DISH,Dish Network Corp,0,1,1,0,0,1,0,0,0,Services,"16,000",CATV Systems,49.25,49.13 - 49.78,23.076B,"Feb 20, 2018",46.07 - 66.50,"1,461,503",24.04,0.96,71.07,2.06,0.00 (0.00%),2012-12-12,49.69,"2,423,847"
DJCO,Daily Journal Cp,0,0,0,1,0,0,0,0,0,Services,355,Publishing - Newspapers,238.39,236.00 - 242.00,334.142M,"Dec 12, 2017",195.00 - 250.95,"1,487",,1.1,,-0.67,N/A (N/A),,239.50,"1,895"
DK,Delek US Holdings,0,0,0,1,0,0,0,0,0,Basic Materials,"1,326",Oil & Gas Refining & Marketing,37.15,37.23 - 37.92,3.066B,"Aug 1, 2017",20.65 - 37.96,"638,795",20.80,1.52,36.21,1.81,0.60 (1.66%),2017-11-21,37.32,"1,164,569"
DKS,Dick's Sporting Goods Inc,0,0,1,0,0,0,1,0,0,Services,"14,600",Sporting Goods Stores,32.57,32.94 - 34.37,3.58B,"Mar 5, 2018",23.88 - 54.74,"4,145,701",12.23,0.03,32.08,2.72,0.68 (2.27%),2017-12-07,33.77,"3,677,847"
DLA,Delta Apparel,0,0,0,1,0,0,0,0,0,Consumer Goods,"7,700",Textile - Apparel Clothing,20.58,20.63 - 21.00,151.606M,"May 12, 2017",15.55 - 23.47,"14,280",15.67,-0.73,24.00,1.33,0.00 (0.00%),2007-08-27,20.76,"17,647"
DLB,Dolby Laboratories,0,0,1,0,0,0,0,0,0,Technology,"2,122",Diversified Electronics,64.29,64.03 - 65.56,6.713B,"Jan 23, 2018",47.19 - 65.56,"431,019",33.51,0.82,62.90,1.95,0.64 (1.03%),2017-11-03,64.46,"319,647"
DLPH,Delphi Automotive Plc,0,0,1,0,0,1,0,0,0,Consumer Goods,"16,000",Auto Parts,57.85,58.01 - 59.56,5.269B,"Jan 31, 2018",38.00 - 104.09,"2,068,435",11.60,,60.93,5.13,N/A (N/A),,58.06,"2,147,920"
DLR,Digital Realty Trust,0,0,1,0,0,1,0,0,0,Financial,"1,345",REIT - Office,107.94,104.72 - 107.87,22.604B,"Feb 14, 2018",101.70 - 127.23,"1,907,815",87.42,0.17,125.81,1.21,3.72 (3.40%),2017-12-14,107.39,"1,217,180"
DLTH,Duluth Hldg Cl B,0,0,0,1,0,0,0,0,0,,,,17.88,17.63 - 17.95,578.46M,"Mar 19, 2018",15.13 - 26.38,"310,282",32.40,,21.00,0.55,N/A (N/A),,17.83,"328,977"
DLTR,Dollar Tree Inc,0,1,1,0,0,1,0,0,0,Services,"55,300","Discount, Variety Stores",111.35,111.64 - 115.05,27.228B,"Mar 7, 2018",65.63 - 115.05,"2,400,068",27.41,0.54,111.65,4.19,N/A (N/A),,112.10,"2,145,407"
DLX,Deluxe Corp,0,0,0,1,0,0,1,0,0,Services,"6,026",Business Services,77.57,76.97 - 78.24,3.738B,"Jan 24, 2018",66.43 - 78.24,"187,514",19.03,0.91,85.00,4.08,1.20 (1.57%),2017-11-17,77.57,"282,519"
DMRC,Digimarc Corp,0,0,0,1,0,0,0,0,0,Technology,180,Information Technology Services,38.85,38.20 - 39.85,434.85M,"Oct 31, 2017",24.20 - 41.75,"152,379",,-0.64,43.29,-2.24,0.00 (0.00%),2014-05-01,38.65,"55,744"
DNB,Dun & Bradstreet Corp,0,0,1,0,0,0,1,0,0,Technology,"4,800",Information & Delivery Services,120.33,119.70 - 120.85,4.434B,"Feb 6, 2018",100.46 - 125.57,"190,819",23.09,1.33,121.50,5.2,2.01 (1.68%),2017-11-21,120.28,"232,111"
DNBF,Dnb Finl Corp,0,0,0,1,0,0,0,0,0,,,,34.90,34.36 - 34.90,148.555M,"Jan 22, 2018",28.00 - 35.85,"1,419",15.78,0.46,37.00,2.21,0.28 (0.79%),2017-11-30,34.90,"4,185"
DNKN,Dunkin' Brands Group,0,0,1,0,0,0,1,0,0,Services,"1,163",Restaurants,63.20,63.10 - 64.67,5.816B,"Feb 7, 2018",50.54 - 66.44,"579,165",28.24,-0.04,58.65,2.28,1.29 (2.05%),2017-11-24,63.25,"1,114,301"
DNOW,Now Inc,0,0,0,1,0,0,1,0,0,Basic Materials,"4,600",Oil & Gas Equipment & Services,12.36,12.21 - 12.89,1.389B,"Feb 14, 2018",9.75 - 22.86,"1,479,618",,0.68,13.50,-1.12,N/A (N/A),,12.33,"1,397,266"
DNR,Denbury Resources,0,0,0,1,0,0,0,1,0,Basic Materials,897,Independent Oil & Gas,2.35,2.29 - 2.43,953.432M,"Feb 21, 2018",0.91 - 3.87,"6,778,146",,5.01,1.95,-0.9,0.00 (0.00%),2015-08-21,2.35,"8,263,685"
DO,Diamond Offshore Drilling,0,0,0,1,0,0,1,0,0,Basic Materials,"2,800",Oil & Gas Drilling & Exploration,19.96,20.00 - 20.41,2.762B,"Feb 5, 2018",10.06 - 20.41,"1,202,254",16.64,1.6,14.45,1.21,0.00 (0.00%),2015-11-10,20.00,"1,977,260"
DOC,Physicians Realty Trust,0,0,0,1,0,0,0,0,0,Financial,41,REIT - Healthcare Facilities,16.59,16.31 - 16.69,3.017B,"Feb 28, 2018",16.31 - 21.85,"1,043,400",69.83,0.32,19.97,0.23,0.92 (5.50%),2018-01-02,16.60,"1,332,990"
DOOR,Masonite Wrldwde Hld,0,0,0,1,0,0,0,0,0,Industrial Goods,"10,200",General Building Materials,73.10,73.15 - 73.75,2.095B,"Feb 20, 2018",50.40 - 85.30,"103,972",23.38,1.09,78.22,3.15,N/A (N/A),,73.30,"189,123"
DORM,Dorman Products Inc,0,0,0,1,0,0,0,1,0,Consumer Goods,"1,860",Auto Parts,70.98,70.50 - 72.03,2.408B,"Feb 20, 2018",60.93 - 88.50,"154,997",21.67,0.4,72.67,3.31,0.00 (0.00%),2012-12-13,70.71,"227,611"
DOV,Dover Corp,0,0,1,0,0,1,0,0,0,Industrial Goods,"29,000",Diversified Machinery,103.51,103.48 - 104.56,16.224B,"Jan 24, 2018",75.51 - 104.56,"472,887",24.22,1.21,98.93,4.3,1.88 (1.83%),2017-11-29,104.00,"1,006,865"
DOVA,Dova Pharmaceuticals Inc,0,0,0,1,0,0,0,0,0,,,,29.52,29.57 - 30.38,762.392M,,16.98 - 32.75,"25,223",,,35.67,-1.93,N/A (N/A),,29.85,"86,023"
DOX,Amdocs Ltd Ord,0,0,1,0,0,0,0,0,0,Technology,"24,670",Business Software & Services,66.99,66.93 - 67.91,9.727B,"Jan 30, 2018",56.10 - 67.98,"516,542",22.83,0.53,71.63,2.96,0.88 (1.32%),2017-12-28,67.12,"838,653"
DPLO,Diplomat Pharmacy Inc,0,0,0,1,0,0,0,1,0,Healthcare,"1,737",Drugs - Generic,25.03,25.01 - 26.17,1.892B,"Feb 26, 2018",12.76 - 26.17,"1,090,333",221.62,0.49,21.00,0.12,N/A (N/A),,25.04,"737,195"
DPS,Dr Pepper Snapple Group Inc,0,0,1,0,0,1,0,0,0,Consumer Goods,"20,000",Beverages - Soft Drinks,95.64,95.18 - 95.77,17.195B,"Feb 12, 2018",81.70 - 99.47,"853,241",23.89,0.43,102.42,3.99,2.32 (2.43%),2017-12-13,95.77,"1,245,576"
DPZ,Domino's Pizza Inc,0,0,1,0,0,0,1,0,0,Services,"14,100",Restaurants,209.85,209.21 - 212.79,9.237B,"Feb 26, 2018",164.32 - 221.58,"1,015,714",40.20,-0.03,220.50,5.25,1.84 (0.92%),2017-12-14,209.50,"1,198,690"
DRE,Duke Realty Corp,0,0,1,0,0,1,0,0,0,Financial,500,REIT - Industrial,25.63,25.46 - 25.80,9.241B,"Jan 31, 2018",23.93 - 30.14,"2,352,922",6.13,0.7,29.46,4.2,0.80 (3.09%),2017-11-30,25.61,"1,974,087"
DRH,Diamondrock Hospitality Company,0,0,0,1,0,0,0,1,0,Financial,26,REIT - Hotel/Motel,11.62,11.55 - 11.66,2.326B,"Feb 20, 2018",10.43 - 12.08,"1,763,226",25.80,1.37,11.68,0.45,0.50 (4.37%),2017-12-28,11.65,"2,101,401"
DRI,Darden Restaurants,0,0,1,0,0,1,0,0,0,Services,"175,000",Restaurants,97.60,97.76 - 99.41,12.122B,"Mar 26, 2018",71.43 - 100.11,"1,076,331",25.13,-0.14,102.05,3.9,2.52 (2.60%),2018-01-09,97.99,"1,599,073"
DRQ,Dril-Quip,0,0,0,1,0,0,1,0,0,Basic Materials,"2,067",Oil & Gas Equipment & Services,55.65,55.40 - 56.35,2.133B,"Feb 28, 2018",35.85 - 67.95,"478,699",,0.61,45.62,-0.75,N/A (N/A),,55.55,"537,780"
DRRX,Durect Corp,0,0,0,1,0,0,0,0,0,Healthcare,96,Drug Manufacturers - Other,1.24,1.13 - 1.27,173.799M,"Mar 12, 2018",0.74 - 2.17,"452,311",,2.06,1.97,-0.14,N/A (N/A),,1.24,"1,091,192"
DS,Drive Shack Inc,0,0,0,1,0,0,0,0,0,,,,5.38,5.35 - 5.75,375.666M,,2.41 - 6.49,"583,738",,2.18,4.00,-0.65,0.00 (0.00%),2016-12-16,5.37,"607,003"
DSKE,Daseke Inc,0,0,0,1,0,0,0,0,0,,,,14.11,13.91 - 14.34,634.366M,,8.76 - 14.52,"162,291",,,16.17,-2.61,N/A (N/A),,14.13,"220,201"
DSPG,D S P Group Inc,0,0,0,1,0,0,0,1,0,Technology,332,Semiconductor - Integrated Circuits,13.05,12.95 - 13.20,291.315M,"Feb 28, 2018",9.80 - 14.20,"33,118",,0.54,15.00,-0.07,N/A (N/A),,13.10,"65,736"
DST,Dst Systems,0,0,1,0,0,0,1,0,0,Technology,"8,400",Business Software & Services,83.92,83.51 - 84.03,5.029B,"Jan 24, 2018",50.22 - 84.48,"3,083,437",12.76,1.33,74.00,6.54,0.72 (0.90%),2017-11-21,83.95,"619,706"
DSW,DSW Inc,0,0,0,1,0,0,0,1,0,Services,"12,600",Apparel Stores,21.07,21.04 - 21.66,1.692B,"Mar 12, 2018",15.14 - 22.72,"1,304,886",19.77,0.88,21.15,1.07,0.80 (3.97%),2017-12-14,21.12,"2,021,300"
DTE,Dte Energy Company,0,0,1,0,0,1,0,0,0,Utilities,"10,000",Electric Utilities,103.93,103.22 - 104.92,18.642B,"Feb 7, 2018",96.56 - 116.74,"1,314,333",19.15,0.02,114.06,5.43,3.53 (3.37%),2017-12-15,104.92,"999,820"
DUK,Duke Energy Corp,1,0,1,0,1,1,0,0,0,Utilities,"28,798",Electric Utilities,79.28,78.55 - 79.61,55.228B,"Feb 14, 2018",76.28 - 91.80,"3,211,356",25.95,0.03,87.89,3.04,3.56 (4.44%),2017-11-16,79.00,"2,622,030"
DVA,Davita Healthcare Partners Inc,0,0,1,0,0,1,0,0,0,Healthcare,"70,300",Specialized Health Services,80.03,79.02 - 80.03,14.508B,"Feb 14, 2018",52.51 - 80.71,"1,440,371",29.77,1.06,76.05,2.66,N/A (N/A),,80.00,"2,240,020"
DVAX,Dynavax Technologies,0,0,0,1,0,0,0,0,0,Healthcare,251,Biotechnology,16.05,15.10 - 16.20,954.392M,"Mar 12, 2018",3.70 - 24.45,"2,564,586",,0.5,30.00,-1.9,N/A (N/A),,16.10,"1,680,179"
DVMT,Dell Technologies Inc. Cl V,0,0,1,0,0,0,0,0,0,,,,86.83,86.18 - 87.28,67.492B,"Mar 28, 2018",57.50 - 87.28,"1,538,168",,,100.00,-4.47,N/A (N/A),,86.87,"1,508,820"
DVN,Devon Energy Corp,0,0,1,0,0,1,0,0,0,Basic Materials,"5,000",Independent Oil & Gas,43.07,43.02 - 44.21,23.143B,"Feb 12, 2018",28.79 - 47.82,"7,671,384",14.98,2.72,45.87,2.94,0.24 (0.57%),2018-03-14,43.08,"4,762,928"
DWDP,Dowdupont Inc.,1,0,1,0,1,1,0,0,0,,,,75.22,74.99 - 75.63,176.459B,,56.76 - 76.34,"4,982,697",39.79,1.49,81.61,1.89,1.52 (2.05%),2017-11-14,75.57,"7,421,550"
DX,Dynex Capital,0,0,0,1,0,0,0,0,0,Financial,18,REIT - Residential,7.01,6.96 - 7.03,458.192M,"Feb 13, 2018",6.58 - 7.41,"238,668",4.86,0.7,7.42,1.43,0.72 (10.39%),2017-12-28,7.01,"448,417"
DXC,Dxc Technology Company,0,0,1,0,0,1,0,0,0,,,,101.09,100.39 - 101.56,28.895B,,58.36 - 102.71,"1,153,171",73.67,1.5,107.44,1.38,0.72 (0.71%),2017-12-05,101.38,"1,501,360"
DXCM,Dexcom,0,0,1,0,0,0,0,0,0,Healthcare,"1,900",Medical Laboratories & Research,58.22,55.87 - 58.22,4.932B,"Feb 26, 2018",42.62 - 88.80,"1,224,360",,0.03,67.49,-0.56,N/A (N/A),,58.22,"1,637,295"
DXPE,Dxp Enterprise,0,0,0,1,0,0,0,1,0,Services,"2,453",Industrial Equipment Wholesale,32.57,31.91 - 33.79,575.669M,"Nov 13, 2017",24.86 - 42.00,"142,100",33.88,2.89,40.50,0.98,N/A (N/A),,32.72,"87,868"
DY,Dycom Industries,0,0,0,1,0,0,1,0,0,Industrial Goods,"14,225",Heavy Construction,115.94,115.79 - 118.68,3.654B,"Feb 27, 2018",73.95 - 118.68,"399,385",27.94,1.66,118.65,4.23,N/A (N/A),,116.20,"532,441"
DYN,Dynegy Inc,0,0,0,1,0,0,0,0,0,Utilities,"2,457",Electric Utilities,11.91,11.84 - 11.99,1.571B,"Feb 21, 2018",5.84 - 12.84,"1,477,489",,1.49,12.55,-0.22,N/A (N/A),,11.97,"6,270,496"
EA,Electronic Arts Inc,0,1,1,0,0,1,0,0,0,Technology,"8,800",Multimedia & Graphics Software,112.00,110.49 - 113.90,34.836B,"Jan 30, 2018",78.89 - 122.79,"3,467,371",29.83,0.46,128.88,3.79,N/A (N/A),,110.49,"3,665,042"
EARN,Ellington Residential Mortgage,0,0,0,1,0,0,0,0,0,,,,11.78,11.67 - 11.84,155.629M,"Feb 7, 2018",11.39 - 15.74,"70,665",10.25,0.64,13.75,1.14,1.48 (12.73%),2017-12-28,11.81,"105,769"
EAT,Brinker International,0,0,0,1,0,0,1,0,0,Services,"57,906",Restaurants,37.58,37.54 - 38.12,1.758B,"Jan 30, 2018",29.50 - 48.02,"1,272,689",13.73,-0.28,38.50,2.77,1.52 (4.10%),2017-12-07,37.75,"1,730,090"
EBAY,Ebay Inc,0,1,1,0,0,1,0,0,0,Services,"12,600","Specialty Retail, Other",37.81,37.90 - 38.27,39.715B,"Jan 23, 2018",29.70 - 40.13,"11,992,898",5.55,1.68,39.91,6.85,N/A (N/A),,38.00,"9,312,780"
EBF,Ennis Inc,0,0,0,1,0,0,0,0,0,Consumer Goods,"2,348",Office Supplies,21.00,20.83 - 21.30,532.486M,"Sep 25, 2017",15.20 - 21.50,"111,880",17.33,0.46,20.00,1.21,0.80 (3.85%),2018-01-11,21.00,"81,012"
EBIX,Ebix Inc,0,0,0,1,0,0,0,1,0,Technology,"2,988",Business Software & Services,81.20,80.73 - 82.00,2.571B,"Feb 26, 2018",52.40 - 82.00,"108,097",26.46,0.87,88.50,3.09,0.30 (0.37%),2017-11-29,81.20,"150,842"
EBS,Emergent Biosolutions,0,0,0,1,0,0,0,1,0,Healthcare,"1,098",Biotechnology,46.98,45.98 - 47.70,1.968B,"Feb 21, 2018",27.94 - 49.25,"208,146",26.47,1.44,45.67,1.8,N/A (N/A),,47.00,"419,163"
EBSB,Meridian Bncp,0,0,0,1,0,0,0,0,0,Financial,412,Savings & Loans,21.40,21.30 - 21.65,1.031B,"Jan 22, 2018",15.85 - 21.65,"147,829",24.83,0.22,22.50,0.86,0.20 (0.95%),2017-12-18,21.45,"216,980"
EBTC,Enterprise Bancorp I,0,0,0,1,0,0,0,0,0,Financial,468,Savings & Loans,34.51,34.12 - 34.48,399.309M,"Jan 24, 2018",29.02 - 38.25,"2,141",18.51,0.97,,1.86,0.54 (1.59%),2017-11-09,34.48,"8,461"
ECHO,Echo Global Logistic,0,0,0,1,0,0,0,1,0,Services,"2,350",Trucking,28.90,28.45 - 29.15,810.716M,"Feb 6, 2018",13.00 - 29.15,"224,583",,2.2,26.30,-0.14,N/A (N/A),,28.90,"488,977"
ECL,Ecolab Inc,0,0,1,0,0,1,0,0,0,Consumer Goods,"47,565",Cleaning Products,137.03,137.03 - 138.12,39.778B,"Feb 19, 2018",117.55 - 138.12,"1,266,995",31.06,1.07,138.94,4.43,1.64 (1.21%),2017-12-18,137.45,"1,059,690"
ECOL,US Ecology Inc,0,0,0,1,0,0,0,1,0,Industrial Goods,"1,450",Waste Management,50.70,50.15 - 52.35,1.13B,"Feb 14, 2018",44.50 - 55.75,"122,918",43.12,0.55,56.25,1.2,0.72 (1.42%),2017-10-19,50.90,"82,701"
ECOM,Channeladvisor Corp,0,0,0,1,0,0,0,0,0,Technology,697,Application Software,9.15,9.10 - 9.45,251.084M,"Feb 7, 2018",8.30 - 15.00,"47,841",,0.47,12.63,-0.39,N/A (N/A),,9.15,"135,966"
ECPG,Encore Capital Grp,0,0,0,1,0,0,0,1,0,Financial,"7,085",Asset Management,43.05,42.35 - 43.15,1.093B,"Feb 21, 2018",28.95 - 52.00,"143,111",11.94,2.19,52.67,3.55,N/A (N/A),,43.15,"287,868"
ECR,Eclipse Resources Corp,0,0,0,1,0,0,0,0,0,Basic Materials,138,Independent Oil & Gas,2.54,2.48 - 2.57,669.987M,"Feb 26, 2018",1.60 - 3.10,"257,026",,3.3,3.08,-0.14,N/A (N/A),,2.53,"555,261"
ED,Consolidated Edison Company of New York,1,0,1,0,0,1,0,0,0,Utilities,"14,960",Electric Utilities,80.39,79.18 - 80.19,24.647B,"Feb 14, 2018",72.13 - 89.70,"1,899,741",19.98,-0.12,81.67,3.98,2.76 (3.41%),2017-11-14,80.14,"1,614,006"
EDGE,Edge Therapeut Cm S,0,0,0,1,0,0,0,0,0,,,,11.14,10.74 - 11.45,332.354M,"Feb 28, 2018",7.30 - 12.20,"209,953",,,19.00,-1.56,N/A (N/A),,11.45,"68,926"
EDIT,Editas Medicine,0,0,0,1,0,0,0,0,0,,,,32.35,31.99 - 33.14,1.411B,"Mar 5, 2018",13.12 - 36.00,"930,429",,,33.07,-3.2,N/A (N/A),,32.42,"1,203,587"
EDR,Education Realty Trust Inc,0,0,0,1,0,0,1,0,0,Financial,"1,280",REIT - Residential,33.57,33.02 - 33.56,2.521B,"Feb 19, 2018",33.02 - 42.80,"245,960",71.20,0.48,38.56,0.47,1.56 (4.65%),2017-10-30,33.54,"628,073"
EE,El Paso Electric Company,0,0,0,1,0,0,0,1,0,Utilities,"1,100",Electric Utilities,51.45,50.70 - 51.75,2.072B,"Feb 21, 2018",44.70 - 61.15,"205,985",21.26,0.31,56.00,2.4,1.34 (2.59%),2017-12-14,51.30,"261,563"
EEFT,Euronet Worldwide,0,0,1,0,0,0,0,0,0,Services,"6,200",Business Services,95.19,94.72 - 95.78,5.005B,"Feb 6, 2018",70.51 - 101.07,"322,189",24.91,1.17,110.43,3.81,N/A (N/A),,95.69,"487,496"
EEX,Emerald Expositions Events Inc,0,0,0,1,0,0,0,0,0,,,,19.84,19.57 - 20.26,1.459B,,18.67 - 24.56,"67,734",78.29,,24.18,0.26,0.28 (1.43%),2017-11-15,19.91,"110,130"
EFII,Elec Imaging Inc,0,0,0,1,0,0,0,1,0,Technology,"3,235",Computer Peripherals,29.99,29.99 - 30.41,1.383B,"Jan 23, 2018",25.54 - 51.15,"533,145",45.57,1.13,36.30,0.66,N/A (N/A),,30.05,"735,960"
EFSC,Enterprises Finl Svc,0,0,0,1,0,0,0,0,0,Financial,479,Regional - Southwest  Banks,47.05,46.75 - 47.60,1.09B,"Jan 22, 2018",36.65 - 47.60,"96,218",19.60,0.59,49.10,2.41,0.44 (0.95%),2017-12-14,47.15,"98,112"
EFX,Equifax Inc,0,0,1,0,0,1,0,0,0,Financial,"9,500",Credit Services,121.49,121.33 - 122.95,14.752B,"Feb 6, 2018",89.59 - 147.02,"1,118,461",27.73,0.92,122.64,4.43,1.56 (1.29%),2017-11-22,122.08,"1,442,147"
EGBN,Eagle Bancorp Inc,0,0,0,1,0,0,0,0,0,Financial,471,Regional - Mid-Atlantic Banks,61.70,61.20 - 62.15,2.1B,"Jan 17, 2018",46.20 - 69.80,"74,692",19.08,0.78,69.50,3.22,0.00 (0.00%),2008-06-16,61.90,"315,331"
EGHT,8X8 Inc,0,0,0,1,0,0,0,1,0,Technology,"1,019",Diversified Communication Services,14.95,14.45 - 15.32,1.402B,"Jan 23, 2018",10.30 - 16.80,"930,066",,0.28,17.60,-0.08,N/A (N/A),,14.95,"736,723"
